# Data exported by Green Light District
#
# Infrastructure: "untitled" by 
# Simulation: "untitled"
# Tracking data: "junction 4 - average junction waiting time"
# Measured: delay (timeSteps)
#
# Format: <TimeStep>	<All>	
#
1542	212.188	
1543	212.188	
1544	212.188	
1545	212.188	
1546	212.188	
1547	212.286	
1548	212.394	
1549	212.499	
1550	212.594	
1551	212.677	
1552	212.764	
1553	212.841	
1554	212.866	
1555	212.943	
1556	212.987	
1557	213.056	
1558	213.141	
1559	213.242	
1560	213.242	
1561	213.635	
1562	214.065	
1563	214.315	
1564	214.426	
1565	214.584	
1566	214.856	
1567	215.015	
1568	215.185	
1569	215.427	
1570	215.427	
1571	215.594	
1572	215.717	
1573	215.882	
1574	216.002	
1575	216.245	
1576	216.245	
1577	216.439	
1578	216.522	
1579	216.634	
1580	216.569	
1581	216.609	
1582	216.581	
1583	216.612	
1584	216.633	
1585	216.549	
1586	216.559	
1587	216.511	
1588	216.441	
1589	216.374	
1590	216.384	
1591	216.384	
1592	216.219	
1593	216.13	
1594	215.961	
1595	215.864	
1596	215.679	
1597	215.592	
1598	215.545	
1599	215.457	
1600	215.457	
1601	215.374	
1602	215.302	
1603	215.302	
1604	215.219	
1605	215.219	
1606	215.219	
1607	215.415	
1608	215.483	
1609	215.629	
1610	215.752	
1611	215.875	
1612	216.019	
1613	216.096	
1614	216.248	
1615	216.395	
1616	216.546	
1617	216.722	
1618	216.746	
1619	216.782	
1620	216.782	
1621	217.096	
1622	217.413	
1623	217.759	
1624	217.927	
1625	218.081	
1626	218.36	
1627	218.349	
1628	218.326	
1629	218.332	
1630	218.407	
1631	218.405	
1632	218.455	
1633	218.455	
1634	218.451	
1635	218.54	
1636	218.54	
1637	218.523	
1638	218.494	
1639	218.46	
1640	218.52	
1641	218.479	
1642	218.507	
1643	218.554	
1644	218.618	
1645	218.683	
1646	218.697	
1647	218.731	
1648	218.756	
1649	218.805	
1650	218.838	
1651	218.838	
1652	218.836	
1653	218.824	
1654	218.778	
1655	218.769	
1656	218.739	
1657	218.747	
1658	218.761	
1659	218.761	
1660	218.664	
1661	218.591	
1662	218.591	
1663	218.545	
1664	218.545	
1665	218.545	
1666	218.545	
1667	218.635	
1668	218.687	
1669	218.849	
1670	218.833	
1671	218.911	
1672	219.058	
1673	219.042	
1674	219.177	
1675	219.164	
1676	219.201	
1677	218.959	
1678	218.959	
1679	218.967	
1680	218.967	
1681	219.004	
1682	219.054	
1683	219.19	
1684	219.238	
1685	219.147	
1686	219.175	
1687	219.19	
1688	219.206	
1689	219.237	
1690	219.255	
1691	219.274	
1692	219.425	
1693	219.425	
1694	219.454	
1695	219.538	
1696	219.538	
1697	219.646	
1698	219.816	
1699	219.816	
1700	219.923	
1701	219.993	
1702	220.091	
1703	220.142	
1704	220.229	
1705	220.289	
1706	220.389	
1707	220.49	
1708	220.617	
1709	220.641	
1710	220.75	
1711	220.75	
1712	220.77	
1713	220.788	
1714	220.798	
1715	220.804	
1716	220.681	
